MPN,WEB ID,Designer,Web Price,Cost,Product Title,Collection,Watch Type,Case Shape,Case Diameter (MM),Gender,Movement Type,Bezel,Bezel Gemstone Information,Crystal,Dial,Dial Color,Dial Information,Movement Name,Water Resistancy (M),Type of Band,Bracelet/Strap Material,Clasp Type,Country of Origin,Stone ID,Total carat weight,Day/Date,Second Hand,Warranty Info,Product Description
WBK1312.BA0652,LGHWBK1312.BA0652,TAG HEUER,"$2,000","$1,100.00",TAG HEUER CARRERA Ladies Quartz Watch,Carrera,QUARTZ WATCH,round,36mm,Female,Quartz,steel fixed bezel,,Sapphire,blue sunray brushed dial,blue,5N rose gold plated applied indexes,,100,steel H-shape bracelet,steel H-shape bracelet,steel folding clasp with double safety push-buttons,Switzerland,,,date,Yes,limited 2 year,The classic yet contemporary sports watch inspired by Motor Racing.
WBK1312.FC8259,LGHWBK1312.FC8259,TAG HEUER,"$1,850","$1,017.50",TAG HEUER CARRERA Ladies Quartz Watch,Carrera,QUARTZ WATCH,round,36mm,Female,Quartz,steel fixed bezel,,Sapphire,blue sunray brushed dial,blue,5N rose gold plated applied indexes,,100,blue calf skin strap,blue calf skin strap,steel folding clasp with double safety push-buttons,Switzerland,,,date,Yes,limited 2 year,The classic yet contemporary sports watch inspired by Motor Racing.
WBK1316.BA0652,LGHWBK1316.BA0652,TAG HEUER,"$4,050","$2,227.50",TAG HEUER CARRERA Ladies Quartz Watch,Carrera,QUARTZ WATCH,round,36mm,Female,Quartz,steel fixed bezel,54 VS diamonds diameter 1.60 mm (0.79 ct),Sapphire,mother of pearl dial,white,rhodium plated applied indexes,,100,steel H-shape bracelet,steel H-shape bracelet,steel folding clasp with double safety push-buttons,Switzerland,Diamonds,0.79 ct,date,Yes,limited 2 year,The classic yet contemporary sports watch inspired by Motor Racing.
WBK1317.BA0652,LGHWBK1317.BA0652,TAG HEUER,"$4,050","$2,227.50",TAG HEUER CARRERA Ladies Quartz Watch,Carrera,QUARTZ WATCH,round,36mm,Female,Quartz,steel fixed bezel,54 VS diamonds diameter 1.60 mm (0.79 ct),Sapphire,blue sunray brushed dial,blue,5N rose gold plated applied indexes,,100,steel H-shape bracelet,steel H-shape bracelet,steel folding clasp with double safety push-buttons,Switzerland,Diamonds,0.79 ct,date,Yes,limited 2 year,The classic yet contemporary sports watch inspired by Motor Racing.
WBK1317.FC8259,LGHWBK1317.FC8259,TAG HEUER,"$3,900","$2,145.00",TAG HEUER CARRERA Ladies Quartz Watch,Carrera,QUARTZ WATCH,round,36mm,Female,Quartz,steel fixed bezel,54 VS diamonds diameter 1.60 mm (0.79 ct),Sapphire,blue sunray brushed dial,blue,5N rose gold plated applied indexes,,100,blue calf skin strap,blue calf skin strap,steel folding clasp with double safety push-buttons,Switzerland,Diamonds,0.79 ct,date,Yes,limited 2 year,The classic yet contemporary sports watch inspired by Motor Racing.
WBG1315.BA0758,LGHWBG1315.BA0758,TAG HEUER,"$4,250","$2,337.50",TAG HEUER CARRERA Ladies Quartz Watch with Diamonds,Carrera,QUARTZ WATCH,round,36mm,Female,Quartz,steel fixed bezel,54 VS diamonds diameter 1.60 mm (0.72 ct),Sapphire,white mother of pearl dial with white flange with 60 second,white,indexes ; 13 VS diamonds diameter 1.40 mm (0.13 ct),,100,alternate finishing steel H-shape bracelet,alternate finishing steel H-shape bracelet,alternate finishing steel folding clasp with double safety push-buttons,Switzerland,Diamonds,(0.13 ct) / (0.72 ct),date,Yes,limited 2 year,The classic yet contemporary sports watch inspired by Motor Racing.
WBG1315.FC6412,LGHWBG1315.FC6412,TAG HEUER,"$4,250","$2,337.50",TAG HEUER CARRERA Ladies Quartz Watch with Diamonds,Carrera,QUARTZ WATCH,round,36mm,Female,Quartz,steel fixed bezel,54 VS diamonds diameter 1.60 mm (0.72 ct),Sapphire,white mother of pearl dial with white flange with 60 second,white,indexes ; 13 VS diamonds diameter 1.40 mm (0.13 ct),,100,white alligator rubber / leather strap,white alligator rubber / leather strap,alternate finishing steel folding clasp with double safety push-buttons,Switzerland,Diamonds,(0.13 ct) / (0.72 ct),date,Yes,limited 2 year,The classic yet contemporary sports watch inspired by Motor Racing.
WAR1112.BA0601,LGHWAR1112.BA0601,TAG HEUER,"$2,050","$1,127.50",TAG HEUER CARRERA Ladies Quartz Watch,Carrera,QUARTZ WATCH,round,39mm,Female,Quartz,Polished steel fixed bezel,,Sapphire,Blue dial,Blue,Hand-applied faceted rose gold plated indexes,,100,Fined-brushed and polished H-Shape steel bracelet,Fined-brushed and polished H-Shape steel bracelet,polished steel folding clasp with safety push-buttons,Switzerland,,,date,Yes,limited 2 year,The classic yet contemporary sports watch inspired by Motor Racing.
CAW2111.FC6183,LGHCAW2111.FC6183,TAG HEUER,"$5,400","$2,970.00",TAG HEUER MONACO AUTOMATIC CHRONOGRAPH,Monaco,CALIBRE 12 - AUTOMATIC CHRONOGRAPH,square,39mm,Male,Automatic,Fine-brushed and polished steel bezel,,Sapphire,Blue dial,Blue,Rhodium plated indexes and luminescent markers,,100,blue alligator strap,blue alligator strap,Folding clasp Polished steel,Switzerland,,,date,Yes,limited 2 year,A blue dial as boldly cool as the original.
CAW211P.FC6356,LGHCAW211P.FC6356,TAG HEUER,"$5,900","$3,245.00",TAG HEUER MONACO AUTOMATIC CHRONOGRAPH,Monaco,CALIBRE 11 - AUTOMATIC CHRONOGRAPH,square,39mm,Male,Automatic,Fine-brushed steel bezel,,Sapphire,matte blue dial,blue,Polished horizontal faceted indexes and luminescent dots,,100,Black perforated calfskin strap,Black perforated calfskin strap,Steel folding clasp with safety push-button,Switzerland,,,date,Yes,limited 2 year,Two world firsts: the first water-resistant timepiece with a square case and the first automatic chronograph.
CAW211R.FC6401,LGHCAW211R.FC6401,TAG HEUER,"$5,900","$3,245.00",TAG HEUER MONACO AUTOMATIC CHRONOGRAPH - Gulf Edition,Monaco,CALIBRE 11 - AUTOMATIC CHRONOGRAPH,square,39mm,Male,Automatic,steel alternate finishing fixed bezel,,Sapphire,blue sunray brushed dial with blue flange with 60 second,blue,Polished horizontal faceted indexes and luminescent dots,,100,blue calf skin strap ; alsavel orange lining,blue calf skin strap ; alsavel orange lining,polished steel folding clasp with double safety push-buttons,Switzerland,,,date,Yes,limited 2 year,The timeless classic worn by Steve McQueen.
WAW131A.FC6177,LGHWAW131A.FC6177,TAG HEUER,"$1,750",$962.50 ,TAG HEUER MONACO Quartz Watch,Monaco,Quartz Watch,square,37mm,Male,Quartz,,,Sapphire,black lacquered dial,black,"rhodium plated polished, facetted applied indexes",,100,black alligator strap,black alligator strap,polished steel folding clasp with double safety push-buttons,Switzerland,,,date,No,limited 2 year,The timeless classic worn by Steve McQueen.
WAW131B.FC6247,LGHWAW131B.FC6247,TAG HEUER,"$2,400","$1,320.00",TAG HEUER MONACO Quartz Watch,Monaco,Quartz Watch,square,37mm,Male,Quartz,,,Sapphire,white mother of pearl dial,white,"rhodium plated polished, facetted applied indexes ; 13 VS diamonds diameter 1.30 mm (0.10 ct)",,100,white alligator strap,white alligator strap,polished steel folding clasp with double safety push-buttons,Switzerland,Diamonds,.10ct,date,No,limited 2 year,The timeless classic worn by Steve McQueen.
WAW131E.FC6420,LGHWAW131E.FC6420,TAG HEUER,"$2,450","$1,347.50",TAG HEUER MONACO Quartz Watch,Monaco,Quartz Watch,square,37mm,Male,Quartz,,,Sapphire,burgundy sunray brushed dial with burgundy flange,burgundy,"5N rose gold plated polished, facetted applied indexes ; 13 VS diamonds diameter 1.30 mm (0.10 ct)",,100,burgundy alligator strap,burgundy alligator strap,polished steel folding clasp with double safety push-buttons,Switzerland,Diamonds,.10ct,date,No,limited 2 year,The timeless classic worn by Steve McQueen.
WBE5110.EB0173,LGHWBE5110.EB0173,TAG HEUER,"$3,950","$2,172.50",AUTAVIA CALIBRE 5 COSC WATCH,Autavia,Calibre 5 COSC Watch,round,42mm,Male,Automatic,ceramic black bidirectional turning bezel,,Sapphire,black smoked dial,black,rhodium plated applied numerals with white superluminova®,,100,bracelet + nato strap kit,bracelet + nato strap kit,polished steel folding clasp with double safety push-buttons,Switzerland,,,date,Yes,limited 2 year,Heuer heritage. Vintage watches never go out of fashion.
WBE5110.FC8266,LGHWBE5110.FC8266,TAG HEUER,"$3,600","$1,980.00",AUTAVIA CALIBRE 5 COSC WATCH,Autavia,Calibre 5 COSC Watch,round,42mm,Male,Automatic,ceramic black bidirectional turning bezel,,Sapphire,black smoked dial,black,rhodium plated applied numerals with white superluminova®,,100,brown calf skin strap,brown calfskin strap,steel pin buckle,Switzerland,,,date,Yes,limited 2 year,Heuer heritage. Vintage watches never go out of fashion.
WBE5111.FC8267,LGHWBE5111.FC8267,TAG HEUER,"$3,500","$1,925.00",AUTAVIA CALIBRE 5 COSC WATCH,Autavia,Calibre 5 COSC Watch,round,42mm,Male,Automatic,steel bezel,,Sapphire,grey smoked dial,grey,rhodium plated applied numerals with white superluminova®,,100,brown calf skin strap,brown calfskin strap,steel pin buckle,Switzerland,,,date,Yes,limited 2 year,Heuer heritage. Vintage watches never go out of fashion.
WBE5112.EB0173,LGHWBE5112.EB0173,TAG HEUER,"$3,950","$2,172.50",AUTAVIA CALIBRE 5 COSC WATCH,Autavia,Calibre 5 COSC Watch,round,42mm,Male,Automatic,blue ceramic bezel,,Sapphire,blue smoked dial,blue,rhodium plated applied numerals with white superluminova®,,100,bracelet + nato strap kit,bracelet + nato strap kit,polished steel folding clasp with double safety push-buttons,Switzerland,,,date,Yes,limited 2 year,Heuer heritage. Vintage watches never go out of fashion.
WBE5112.FC8266,LGHWBE5112.FC8266,TAG HEUER,"$3,600","$1,980.00",AUTAVIA CALIBRE 5 COSC WATCH,Autavia,Calibre 5 COSC Watch,round,42mm,Male,Automatic,blue ceramic bezel,,Sapphire,blue smoked dial,blue,rhodium plated applied numerals with white superluminova®,,100,brown calfskin strap,brown calfskin strap,steel pin buckle,Switzerland,,,date,Yes,limited 2 year,Heuer heritage. Vintage watches never go out of fashion.
WBE5190.EB0173,LGHWBE5190.EB0173,TAG HEUER,"$4,300","$2,365.00",AUTAVIA CALIBRE 5 COSC WATCH,Autavia,Calibre 5 COSC Watch,round,42mm,Male,Automatic,ceramic black bidirectional turning bezel,,Sapphire,khaki smoked dial,khaki,rhodium plated applied numerals with white superluminova®,,100,khaki calf skin strap + Nato strap,khaki calf skin strap + Nato strap,steel pin buckle,Switzerland,,,date,Yes,limited 2 year,Heuer heritage. Vintage watches never go out of fashion.
WBE5191.EB0173,LGHWBE5191.EB0173,TAG HEUER,"$4,300","$2,365.00",AUTAVIA CALIBRE 5 COSC WATCH,Autavia,Calibre 5 COSC Watch,round,42mm,Male,Automatic,ceramic black bidirectional turning bezel,,Sapphire,brown fumed dial,brown,rhodium plated applied numerals with white superluminova®,,100,brown calf skin strap + Nato strap,brown calf skin strap + Nato strap,steel pin buckle,Switzerland,,,date,Yes,limited 2 year,Heuer heritage. Vintage watches never go out of fashion.
CBE2110.BA0687,LGHCBE2110.BA0687,TAG HEUER,"$5,450","$2,997.50",AUTAVIA Calibre HEUER02 Automatic Chronograph,Autavia,Calibre HEUER02 - Automatic Chronograph,round,42mm,Male,Automatic,aluminum black polished 12 hour scale bidirectional turning bezel,,Sapphire,black opalin dial with black flange with 60 second,black,rhodium plated alternate finishing applied indexes with beige superluminova®,,100,polished steel 7 rows bracelet,polished steel 7 rows bracelet,polished steel folding clasp with double safety push-buttons,Switzerland,,,date,Yes,limited 2 year,Heuer heritage. Vintage watches never go out of fashion.
CBE2110.FC8226,LGHCBE2110.FC8226,TAG HEUER,"$5,300","$2,915.00",AUTAVIA Calibre HEUER02 Automatic Chronograph,Autavia,Calibre HEUER02 - Automatic Chronograph,round,42mm,Male,Automatic,aluminum black polished 12 hour scale bidirectional turning bezel,,Sapphire,black opalin dial with black flange with 60 second,black,rhodium plated alternate finishing applied indexes with beige superluminova®,,100,brown camel strap,brown camel strap,polished steel folding clasp with double safety push-buttons,Switzerland,,,date,Yes,limited 2 year,Heuer heritage. Vintage watches never go out of fashion.
CBE2118.FC8246,LGHCBE2118.FC8246,TAG HEUER,"$5,800","$3,190.00",AUTAVIA Calibre HEUER02 Automatic Chronograph - Special Edition,Autavia,Calibre HEUER02 - Automatic Chronograph,round,42mm,Male,Automatic,aluminum black polished 12 hour scale bidirectional turning bezel,,Sapphire,black opalin dial with black flange with 60 second,black,rhodium plated alternate finishing applied indexes with beige superluminova®,,100,black calf skin strap,black calf skin strap,polished steel pin buckle,Switzerland,,,date,Yes,limited 2 year,"Inspired by a 1972 classic, designed with modern elements of the classic Heuer Autavia"
CR2080.FC6375,LGHCR2080.FC6375,TAG HEUER,"$5,450","$2,997.50",MONZA 40TH ANNIVERSARY SPECIAL EDITION CHRONOGRAPH,Monza,Calibre 17 – Automatic Chronograph,round,42mm,Male,Automatic,Brushed & polished titanium carbide coated titanium (Grade 5) case and bezel,,Sapphire,Sunray Black dial,Black,“Vintage” SLN hour markers,,100,"Black perforated calfskin leather strap, inspired by vintage steering wheels",Black perforated calfskin leather strap,Black titanium folding clasp with safety push-button,Switzerland,,,date,Yes,limited 2 year,The original Heuer Monza was launched in 1976 to mark Ferrari’s World Championship in 1975 with Niki Lauda and Clay Regazzoni
